Brand,CPU,GPU,RAM,Monitor,Resolution,Storage,OS,Weight,Price
Lenovo,Intel i9-13980HX,NVIDIA RTX,32GB,16 Inches,1920 x 1080,1TB,Windows 10 Home,1.00 lbs,2279
LG,Intel Core i7-8550U,Intel UHD Graphics 620,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 10 Home,None,923.79
HP,Intel Core i7 12th Gen 1255U (1.70GHz) ,Intel Iris Xe Graphics,8GB,15.6 Inches,1920x1080,512GB SSD,Windows 11 Home ,3.86 lbs.,914.99
Lenovo,Intel Core i5-1235U Processor,Intel Iris Xe Graphics,8 GB,14 Inches,1920 x 1200,256 GB SSD,Windows 10 Home,3.04 lbs,1019
Lenovo,Intel Core i7-8550U (2.8GHz),Intel UHD Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,672.88
HP,Intel Core i7 13th Gen i7-1355U Deca-core (10 Core),Intel Iris Xe Graphics,16 GB,13.3 Inches,1920 x 1200,256 GB SSD,Windows 11 Pro,5 pounds,1469
HP,"Intel Core i7-1255U (up to 4.7 GHz, 12 MB L3 cache, 10 cores, 12 threads)",Intel Iris Xe Graphics,"32GB DDR4 3200 MHz RAM; 512GB, M.2, PCIe NVMe, SSD",,,,,None,889.99
Lenovo,AMD Ryzen 5 5600U,AMD Radeon Graphics,8GB,13.3 Inches,1920 x 1200,256GB SSD,Windows 10 Home,None,429
MSI,Intel Core i5-12450H,GeForce RTX 4050,32GB,15.6 Inches,1920 x 1080,1TB NVMe SSD,Windows 11 Pro,None,949.99
HP,"Intel Core i7-1355U (up to 4.7 GHz, 12 MB L3 cache, 10 cores, 12 threads)",Intel Iris Xe Graphics,16 GB,15.6 Inches,1920 x 1080,1 TB PCIe NVMe M.2 SSD,Windows 11 Pro,None,779
Acer,AMD Ryzen 7 7840HS,NVIDIA GeForce RTX 4050,16GB,17.3 Inches,1920 x 1080,1TB SSD,Windows 11 Home,None,1143.99
Lenovo,AMD Ryzen 5 6600U,AMD Radeon 660M,8GB,13.3 Inches,1920 x 1200,256GB SSD,Windows 10 Home,None,499
Dell,Intel Core i3 12th Gen i3-1215U Hexa-core (6 Core) 3.30 GHz,Intel UHD Graphics,8 GB,14 Inches,1920 x 1080,256 GB SSD,ChromeOS,None,785.78
Lenovo,AMD Laptop,AMD Radeon Graphics,8GB,14 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,653.95
Dell,Intel Core i9 13th Gen i9-13900H Tetradeca-core (14 Core),NVIDIA GeForce RTX 4070 with 8 GB In-plane Switch,64 GB,17 Inches,3840 x 2400,2 TB SSD,Windows 11 Pro,None,3503.99
Dell,AMD Ryzen 7 5825U,AMD Radeon Graphics,32GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro,4,749
Lenovo,AMD Ryzen 7 7730U,AMD Radeon Graphics,16GB,13.3 Inches,1920 x 1200,1TB SSD,Windows 11 Home,3.06 lbs,699.99
ASUS,Intel Pentium Silver N6000 (1.10GHz),Intel UHD Graphics,4 GB,13.3 Inches,1920 x 1080,128 GB SSD,Windows 11 Home,1.72 lbs.,475
Lenovo,Intel Core i3-1115G4,Intel UHD Graphics,8GB,14 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,479.65
Lenovo,AMD Ryzen 7 7730U,AMD Radeon Graphics,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Home,1.00 lbs,649.99
Dell,Intel Core i5-1235U Processor,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,3.5,699.99
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,1020.82
Lenovo,Intel Core i7-1365U,Intel HD Graphics 620,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 11 Home 64-bit,None,1872.77
ASUS,Intel Core i7-13620H,GeForce RTX 3050,40GB DDR5,15.6 Inches,1920 x 1080,2TB PCIe 4.0,Windows 11 Pro,None,1119.99
Lenovo,Intel Xeon W-10855M Processor with vPro™,NVIDIA GeForce RTX 2080 Super with Max-Q,128 GB,15.6 Inches,3840 x 2160,1 TB PCIe SSD,Windows 10 Pro,None,1604.99
Lenovo,Intel Core i7-13700H Processor,Intel® HD Graphics 620,16 GB,16 Inches,2560 x 1600,512 GB SSD,Windows 10 Home,None,1899
Lenovo,AMD Ryzen 7 7730U,AMD Radeon Graphics,16GB,16 Inches,1920 x 1200,512GB SSD,Windows 11 Home,1.00 lbs,802.45
Lenovo,i7-1260P (2.6GHz),NVIDIA® T550 Laptop GPU 4GB GDDR6,4GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1020.5
Lenovo,AMD Ryzen 5 PRO 7540U,AMD Radeon 740M,8GB,13.3 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,919.45
Lenovo,AMD Ryzen 5 PRO 7540U,AMD Radeon 740M,32 GB,16 Inches,1920 x 1200,1 TB,Windows 11 Pro,None,1079
Lenovo,AMD Ryzen 5 5625U,AMD Radeon Graphics,256GB SSD,14 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,523.43
Lenovo,AMD Ryzen 7 5700U,AMD Radeon Graphics,16GB,14.0 Inches,2240 x 1400,512GB SSD,Windows 11 Home,3 - 3.9 lbs.,649.99
ASUS,Intel Core i7-13700H,Intel Iris Xe Graphics,16GB,14.5 Inches,2880 x 1800,1024GB SSD,Windows 11 Home,None,999.99
Lenovo,AMD Ryzen 5 7530U,AMD Radeon Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 11 Home,1.00 lbs,714.45
Lenovo,AMD Ryzen 7 7730U,AMD Radeon Graphics,16GB,16 Inches,1920 x 1200,1TB SSD,Windows 11 Home,1.00 lbs,749.21
Lenovo,Intel Core i7-1255U,Intel HD Graphics,12GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Home,1.00 lbs,641.59
Lenovo,i7-1165G7,Intel HD Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,lbs,949.04
Acer,Intel Core i5-12500H,NVIDIA GeForce RTX 3050 Ti,16GB,15.6 Inches,1440 x 900,512GB SSD,Windows 11 Home,None,996.79
ASUS,Intel Core i5-1135G7,Intel Iris Xe Graphics,12GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,3 - 3.9 lbs.,529
Fusion5,Intel Core i5-8250U,Intel HD Graphics 620,4GB,14.1 Inches,1920 x 1080,128GB SSD,Windows 11 Home,None,199.99
Lenovo,AMD Ryzen 7 PRO 7840U,AMD Radeon 780M,16GB,16 Inches,1920 x 1200,512GB SSD,Windows 11 Pro 64-bit,None,1039
Lenovo,AMD Ryzen 7 PRO 7840HS,AMD Radeon Graphics,16GB,16 Inches,1920 x 1200,512GB SSD,Windows 10 Home,4.85 lbs,1299
Lenovo,Ryzen 5 PRO 7640HS,NVIDIA RTX A500,4GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1239
Lenovo,AMD Ryzen 5 PRO 5650U,AMD Radeon,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,541.12
Lenovo,AMD Ryzen 5 PRO 5650U,AMD Radeon,16GB,14 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,546.74
Lenovo,AMD Ryzen 5 5500U,AMD Radeon Graphics,8 GB,15.6 Inches,1920 x 1080,256 GB SSD,Windows 10 Pro,None,632.24
Lenovo,AMD Ryzen 5 Pro 5650U,AMD Radeon,8GB,13.3 Inches,1920 x 1200,256GB SSD,Windows 10 Pro 64-bit,None,970.99
Lenovo,AMD Ryzen 5 6600U,AMD Radeon 660M,8GB,13.3 Inches,1920 x 1200,256GB SSD,Windows 10 Home,2.71 lbs,616.05
Lenovo,Intel Core i7-11800H,Intel HD Graphics,32 GB,15.6 Inches,3840 x 2160,1TB SSD,Windows 10 Home,None,1811.02
Lenovo,Intel Core i7-1065G7,Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,920.29
Lenovo,AMD Ryzen 7 Pro 6850U (2.7GHz),AMD Radeon,16GB,13.3 Inches,1920 x 1200,1TB SSD,Windows 10 Home,1.00 lbs,1090.12
Lenovo,AMD Ryzen 7 PRO 6850U,AMD Radeon,16GB,16 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,884.99
Lenovo,AMD Laptop,AMD Radeon Graphics,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,969
Lenovo,AMD Ryzen 7 Pro 6850U (2.7GHz),AMD Radeon,16GB,13.3 Inches,1920 x 1200,2TB2 TB,Windows 10 Home,1.00 lbs,1298.74
Lenovo,AMD Ryzen 7 7730U,AMD Radeon Graphics,16GB,14 Inches,1920 x 1200,1TB SSD,Windows 11 Home,3.37 lbs,923.45
LG,AMD Ryzen 7 7730U,AMD Radeon Graphics,16 GB,16 Inches,1920 x 1200,1 TB SSD,Windows 11 Pro,None,846.96
HP,AMD Ryzen 5 5500U,AMD Radeon Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 11 Home,None,625
Lenovo,Intel Core i7-1065G7 (2.20GHz),Intel Iris Xe Graphics,16GB,13.3 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,1054.16
Lenovo,i7-1255U,Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,391.94
Lenovo,Intel Core i7-12700H Processor,Intel HD Graphics 620,32GB,16 Inches,3840 x 2400,1TB SSD,Windows 10 Home,None,1819
Lenovo,Intel Core i7-13700H (2.9GHz),NVIDIA RTX,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1789
Lenovo,Intel Core i7-9750H (2.60GHz),NVIDIA RTX A1000,16GB,16 Inches,1920 x 1080,1TB SSD,Windows 10 Home,1.00 lbs,1181.24
HP,Intel Core i5-13420H,NVIDIA GeForce RTX 3050,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,725
Lenovo,Intel Core i7-7500U,Intel HD Graphics 620,16GB,13.3 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,1519.99
ASUS,Intel Core i7-13650HX,NVIDIA GeForce RTX 4060,16GB,16 Inches,1920 x 1080,512GB PCIe SSD,Windows 11 Home,None,1327.98
HP,Intel Core i7 13th Gen i7-13800H Tetradeca-core (14 Core),"Intel Iris X? Graphics with 8 GB, NVIDIA RTX 3000 BrightView En",32 GB Total RAM,16 Inches,3840 x 2400,1 TB SSD,Windows 11 Pro,None,3566.38
Lenovo,Intel Core i7-1165G7,Intel UHD Graphics,20GB,17.3 Inches,1600x900,256GB SSD,Windows 11 Pro,4.7,749
Lenovo,Intel Core i9-13980HX,Intel® UHD Graphics,12GB,16 Inches,3840 x 2400,1TB SSD,Windows 10 Home,None,2699
HP,Intel Core i9 13th Gen i9-13900H Tetradeca-core (14 Core),"Intel Iris X? Graphics with 12 GB, NVIDIA GeForce RTX 4080 In-pl",32 GB Total RAM,16 Inches,3840 x 2400,1 TB SSD,Windows 11 Pro,None,4260.64
Dell,AMD Ryzen 9,NVIDIA GeForce RTX 4080,16GB,16 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,2996.99
Lenovo,AMD Ryzen 7 PRO 7840HS,AMD Radeon Graphics,16GB,16 Inches,3840 x 2400,512GB SSD,Windows 10 Home,None,1579
MSI,Intel Core i7-10750H,NVIDIA GeForce RTX 3050,8 GB,15.6 Inches,1920 x 1080 IPS-Level 144 Hz,1 TB PCIe 8GB,Windows 10 Home,4.10 lbs.,1199.99
Lenovo,Intel Core i7-13700HX,Intel HD Graphics,12GB,16 Inches,3840 x 2400,1TB SSD,Windows 10 Home,6.50 lbs,2189
ASUS,Intel Core i7-1195G7,Intel Iris Plus Graphics,8GB,14 Inches,1920 x 1080,512GB PCIe NVMe M.2 SSD,Windows 10 Home,3.46 lbs.,1299
Lenovo,"Intel Core i7-13700H (14 Cores, 20 Threads, Base Frequency at 1.8 GHz, up to 5.0 GHz)",NVIDIA GeForce RTX 4060 (8GB GDDR6 Memory),32GB DDR5 RAM,"15.6"" FHD (1920 x 1080) IPS 144Hz, 350 nits, Non-touch Display",,,,None,1799
Lenovo,Intel Core i7 13th Gen i7-13700HX Hexadeca-core (16 Core),NVIDIA Quadro RTX 4000,32 GB,16 Inches,2560 x 1600,1 TB SSD,Windows 11 Pro,None,3307.09
Lenovo,AMD Ryzen 5 5625U Hexa-core (6 Core) 2.30 GHz,AMD Radeon Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 11 AMD Radeon Graphics In-plane Switching,None,729.99
Lenovo,Intel Pentium Silver N6000 Processor,Intel UHD Graphics,4 GB,15.6 Inches,1920 x 1080,128 GB SSD,Windows 11 Home,None,249.99
Lenovo,Intel Core i5-1335U,Intel Iris Xe Graphics,8GB,16 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,None,584.99
Lenovo,i7-11800H,NVIDIA® T Series,8GB,17.3 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,1099.57
Lenovo,AMD Ryzen 7 PRO 7840U,AMD Radeon Graphics,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Pro 64-bit,None,999
HP,Intel Core i5-1135G7,Intel HD Graphics,16GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Pro,4,468.76
Lenovo,Intel Core i5-8250U (2.2GHz),Intel UHD Graphics 620,8GB,11.6 Inches,1920 x 1080,128GB SSD,Windows 10 Home,1.00 lbs,229
Lenovo,Intel Core i5-1340P (3.1GHz),Intel Iris Xe Graphics,16 GB,16 Inches,2560 x 1600,512 GB SSD,Windows 10 Home,4.51 lbs,854.99
Lenovo,Ryzen 7 PRO 6850U,AMD Radeon 680M,512GB SSD,13.3 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,776.15
Lenovo,Ryzen 5 PRO 6650H,AMD Radeon RX 6500M,4GB,16 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,1003.85
Lenovo,"AMD Ryzen 7 PRO 7840U (8-core/16-thread, 16MB cache, up to 3.9 GHz max boost)",AMD Radeon 780M,16GB,16 Inches,1920 x 1080,1TB SSD,Windows 10 Home,1.00 lbs,1499
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1088.24
Lenovo,AMD Ryzen 3 5425U (2.1GHz),AMD Radeon Graphics,8GB,14 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,371.69
SAMSUNG,,,,,,,,None,1599.99
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1082.99
LG,AMD Ryzen 5,AMD Radeon Graphics,8 GB,14 Inches,1920 x 1080,512 GB SSD,Windows 11 Pro,None,689.03
Lenovo,AMD Ryzen 7 PRO 7840U,AMD Radeon Graphics,32GB,14 Inches,1920 x 1200,1TB SSD,Windows 11 Pro 64,None,1109
Acer,,,,,,,,None,391.99
Lenovo,i5-1135G7,Iris Xe Graphics,8GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,660.05
Lenovo,AMD Ryzen 5 PRO 7540U,AMD Radeon Graphics,16GB,14 Inches,1920 x 1200,512GB SSD,Windows 11 Pro 64-bit,None,919
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1210.99
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,1143.35
Lenovo,AMD Ryzen 7 PRO 7840HS,  AMD Radeon Graphics,32 GB,16 Inches,3840 x 2400,1TB SSD,Windows 10 Home,lbs,1699
Lenovo,Ryzen 5 PRO 6650H,AMD Radeon RX 6500M,4GB,16 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,1253.06
Lenovo,Intel Core i7-1355U,Intel Iris Xe Graphics,8GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1072.16
Lenovo,Intel Core i5-1130G7,Intel Iris Xe,8GB,13.5 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,1215.35
Lenovo,AMD Laptop,AMD Radeon Graphics,16GB,16 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,829.99
Acer,Intel Pentium Silver N6000 Quad-core (4 Core) 1.10 GHz,Intel UHD Graphics,8 GB,12 Inches,1366 x 912,64 GB Flash Memory,Chrome OS,None,548.67
Lenovo,Intel Core i7-1370P vPro® Processor,Intel® HD Graphics,64 GB,16 Inches,3840 x 2400,1 TB,Windows 10 Home,None,2089
Lenovo,Intel Core i7-9750H (2.60GHz),NVIDIA GeForce RTX 2060,16GB,16 Inches,1920 x 1080,1TB SSD,Windows 10 Home,1.00 lbs,2039
Lenovo,Intel Core i7-13700HX,Intel HD Graphics,16GB,16 Inches,1920 x 1080,1TB SSD,Windows 11 Home,None,2020.34
Lenovo,Intel Core i7-8550U (2.8GHz),NVIDIA GeForce GTX 1050,4GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,841.72
Lenovo,i5-1235U,Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,638.39
Lenovo,i5-1135G7,Intel UHD Graphics,8GB,14 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,706.09
Lenovo,i7-1355U,Iris Xe Graphics,GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Home,1.00 lbs,1013.64
Lenovo,Intel Core i5-1335U Processor,Intel Iris Xe Graphics,8 GB,14 Inches,1920 x 1200,512 GB SSD,Windows 10 Home,None,569.99
Lenovo,Intel Core i5-1130G7,Intel Iris Xe,16 GB,13.5 Inches,2256 x 1504,512 GB SSD,Windows 10 Home,2.54 lbs,1889
Lenovo,Intel Core i7-13700H,  Intel UHD Graphics,16GB,16 Inches,3840 x 2400,512GB SSD,Windows 10 Home,None,2129
Lenovo,i5-1135G7,Intel Iris Xe,8GB,13.3 Inches,1920 x 1080,512GB SSD,Windows 10 Home,None,624.19
Lenovo,i5-1135G7,Intel Iris Xe,8GB,13.3 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,669.59
Lenovo,Intel Core i5-1235U,Intel UHD Graphics,8GB,15.6 Inches,1920x1080,256GB SSD,Windows 10 Home,None,564.29
Lenovo,Intel Core i7-8550U (2.8GHz),Intel UHD Graphics,16GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,510.29
Lenovo,i5-1235U,Intel UHD Graphics,8GB,14 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,516.59
Lenovo,Intel Core i5-1145G7 2.6G 4C VPro,Intel Iris Xe Graphics,16GB,14.0 Inches,1920 x 1200,512GB SSD,Windows 11 Pro,None,800.27
Lenovo,Intel Core i7-8550U (2.8GHz),Intel UHD Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,559.21
Lenovo,Intel Core i7-1065G7 (2.20GHz),NVIDIA Quadro P4000,16GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Home,1.00 lbs,657.44
Lenovo,Intel Core i7-1165G7,Intel HD Graphics,16 GB,15.6 Inches,1920 x 1080,512 GB SSD,Windows 10 Home,None,1129.99
Lenovo,Intel Core i7-1065G7,Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,429.29
Lenovo,"Intel Core i3-1115G4 (2C / 4T, 3.0 / 4.1GHz, 6MB)",Intel UHD Graphics,8GB,"15.6"" HD (1366x768) TN 220nits Anti-glare, Touch",1920x1080,256GB SSD M.2 2242 PCIe 3.0x4 NVMe.,"Windows 11 Home in S mode, English.",None,379.79
Lenovo,i3-1215U,Intel UHD Graphics for 12th Gen,8GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,497.79
Lenovo,AMD Ryzen 7 7840HS,GeForce RTX 4050,16GB,15.6 Inches,1920 x 1080,1TB PCle 4.0 SSD,Windows 11 Pro,None,1019.99
ASUS,Intel Core i7-12700H,Intel Iris Xe Graphics,16GB,16 Inches,3840 x 2400,512GB SSD,Windows 11 Home,3.97 lbs.,1069
Lenovo,Intel Core i7-8550U (2.8GHz),NVIDIA GeForce GTX 1050,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,849.14
Lenovo,Intel Core i5-1135G7 2.4G 4C,Intel Iris Xe Graphics,16GB,14.0 Inches,1920 x 1200,512GB SSD,Windows 10 Home,2.49 lbs,852.52
Lenovo,Intel Core i7-8550U (2.8GHz),NVIDIA GeForce GTX 1050,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,628.87
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Home,1.00 lbs,1069.46
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,548.24
HP,Intel Core i7-1355U,Nvidia GeForce MX550,64GB DDR4 RAM,15.6 Inches,1920 x 1080,1TB SSD,Windows 11 Pro,None,1267.99
Lenovo,Intel Core i7-8550U,Intel UHD Graphics 620,8GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,1959
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,537.29
Lenovo,Intel Core i7-8550U (2.8GHz),Intel UHD Graphics,16GB,14 Inches,1920 x 1080,256GB SSD,Windows 10 Home,1.00 lbs,529.19
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1018.21
Lenovo,Intel Core i7-1260P,Intel Iris Xe Graphics,16GB,13.3 Inches,2560 x 1600,1TB SSD,Windows 10 Home,1.00 lbs,1206.99
MSI,Intel Core i7 12th Gen,NVIDIA GeForce RTX 4050,16GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 11 Home,None,1029
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe,16GB,13.3 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,765.44
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,725.62
Lenovo,Intel Core i7-8550U (2.8GHz),NVIDIA GeForce GTX 1050,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,820.79
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe Graphics,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1165.36
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe,16GB,14 Inches,1920 x 1080,1TB SSD,Windows 10 Home,1.00 lbs,1267.96
Hyundai,Quad-core (4 Core), ,3 GB,8 Inches,1920 x 1200,32 GB,Android 11,None,149.99
HP,,,,,,,,None,569.99
Lenovo,Intel Core i7-13700H Processor,Intel® HD Graphics 620,32 GB,16 Inches,2560 x 1600,1 TB,Windows 10 Home,None,2269
Lenovo,Intel i9-13980HX,NVIDIA RTX,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,2219
HP,AMD Ryzen 5 5500U,AMD Radeon Graphics,32GB DDR4,"17.3"" HD+ (1600 x 900) Touchscreen BrightView Display",,,,4 - 4.9 lbs.,999
Lenovo,Intel Core i7-13700HX,  Intel HD Graphics,8GB,16 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,2239
ASUS,Intel Core i7-1165G7,Intel Iris Xe,16GB,13.9 Inches,3.3K (3300 x 2000),1TB PCIe SSD,Windows 10 Pro,None,1449.99
Lenovo,i7-11850H,NVIDIA RTX A2000,4GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,1513.16
Lenovo,Intel Core i7-9750H (2.60GHz),NVIDIA GeForce RTX 2060,16GB,17.3 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,1437.02
Lenovo,Intel Core i7-8550U,Intel UHD Graphics 620,8GB,16 Inches,1920 x 1080,1TB SSD,Windows 10 Home,None,2259
Lenovo,Intel Core i7-1165G7 12GB RAM 512GB SSD Graphite Grey,,,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,None,849.99
Lenovo,Intel Core i5 11th Gen 1135G7 (2.40GHz),Intel Iris Xe Graphics,8GB,15.6 Inches,1920 x 1080,256GB PCIe SSD,Windows 10 Pro 64-bit,3.75 lbs.,749.99
Dell,Intel Core i9 13th Gen i9-13900H Tetradeca-core (14 Core) 2.60 GHz,NVIDIA GeForce GTX 1080 Ti,64 GB,16 Inches,1920 x 1200,1 TB SSD,Windows 11 Pro,None,3768.99
Lenovo,AMD Ryzen 7 PRO 5750GE,AMD Radeon Graphics,16GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Pro 64-bit,lbs,724
Lenovo,Intel Core i7-12800H vPro® Processor,Intel HD Graphics,32 GB,16 Inches,2560 x 1600,1 TB,Windows 10 Home,None,2119
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1271.19
Lenovo,Intel Core i5-1135G7,Intel Iris Xe Graphics,20GB,15.6 Inches,1920 x 1080,512GB SSD,Windows 11 Home,3 - 3.9 lbs.,572.79
HP,AMD Ryzen 5 ,AMD Radeon Graphics,32GB,17.3 Inches,1920 x 1080,32GB DDR4-3200MHz RAM,Windows 11 Pro Silver,None,736
Lenovo,i9-12900HX,Intel UHD Graphics,16GB,16 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1363.49
Lenovo,AMD Ryzen 5 5625U,AMD Radeon Graphics,8GB,15.6 Inches,1920 x 1080,1TB SSD,Windows 10 Pro,lbs,602.77
Lenovo,Intel Core i7-9750H (2.60GHz),NVIDIA GeForce RTX 2060,16GB,16 Inches,1920 x 1080,1TB SSD,Windows 10 Home,1.00 lbs,2059
Lenovo,Intel Core i5-1035G1,Intel HD Graphics,8GB,15.6 Inches,1920 x 1080,256GB SSD,Windows 10 Home,None,548.99
Lenovo,Intel Core i7-8550U (2.8GHz),Intel Iris Xe,16GB,14 Inches,1920 x 1080,512GB SSD,Windows 10 Home,1.00 lbs,1288.07
MSI,Intel Core i7 12th Gen 1260P (2.10GHz),NVIDIA GeForce RTX 3060,16GB,15.6 Inches,1920 x 1080 IPS-Level 144 Hz,512 GB NVMe SSD,Windows 11 Pro 64-bit,3.73 lbs.,1449.97
Lenovo,AMD A4-9120C, ,4GB,14 Inches,,32GB eMMC,Chrome OS,None,199.99
HP,Intel Core i5-1135G7,Intel HD Graphics,16GB,15.6 Inches,1920 x 1080,512GB NVMe SSD,Windows 10 Pro,3 - 3.9 lbs.,514.53
Lenovo,Intel Core i3-1005G1 Processor,Intel UHD Graphics,4GB,14 Inches,1920 x 1080,128GB M.2 SSD,Windows 10 S,None,288
